roi,policy,method,seed,N_budget,N_spawn,N_retained,retain_fraction,N_GT_evaluation_only,pred_to_gt,gt_to_pred,symmetric_chamfer,equal_cardinality_chamfer,normal_error,appearance_rmse,seam_error,fscore_0.5x,precision_0.5x,recall_0.5x,fscore_1.0x,precision_1.0x,recall_1.0x,fscore_2.0x,precision_2.0x,recall_2.0x,pruned_by
ramen_sample_006,soft,C1,0,83,83,83,1.0,56,0.018154599311059807,0.039470541723366386,0.028812570517213094,0.02945854079950467,25.377426147460938,0.31921650476193913,0.2890668514580788,0.08205128205079311,0.0963855421686747,0.07142857142857142,0.1759259259254527,0.2289156626506024,0.14285714285714285,0.5454545454541487,1.0,0.375,dist_boundary<=0.50
ramen_sample_007,soft,C1,0,92,92,92,1.0,56,0.06524431048853668,0.061272711330217944,0.06325851090937731,0.06397186775073951,52.18217849731445,0.29178762400927666,0.17697815115583032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dist_boundary<=0.50
ramen_sample_008,soft,C1,0,53,53,25,0.4716981132075472,56,0.044411449898353654,0.09099019874505919,0.06770082432170642,0.071919401504942,59.916839599609375,0.8573193433744224,0.6810234556556862,0.024691358024264594,0.04,0.017857142857142856,0.08450704225318788,0.2,0.05357142857142857,0.4061895551253586,0.84,0.26785714285714285,mls_residual<=0.0500
ramen_sample_009,soft,C1,0,77,77,77,1.0,56,0.03166277006183881,0.09004939874618934,0.06085608440401408,0.061097430125096656,62.65262985229492,0.518003599443095,0.1409052082185046,0.0,0.0,0.0,0.030981067125415505,0.11688311688311688,0.017857142857142856,0.3986710963451342,0.7792207792207793,0.26785714285714285,dist_boundary<=0.50
ramen_sample_010,soft,C1,0,112,112,112,1.0,128,0.006151287115813929,0.02099195434159637,0.01357162072870515,0.01401360661819969,58.52772903442383,0.6170015616933966,0.4356697428880103,0.05128205128175674,0.14285714285714285,0.03125,0.1944894651536884,0.5714285714285714,0.1171875,0.483076263924222,0.9821428571428571,0.3203125,dist_boundary<=0.50
ramen_sample_011,soft,C1,0,123,123,123,1.0,101,0.009619909423307425,0.016638691020610625,0.013129300221959024,0.013140930256064894,55.51252746582031,1.4259573100665743,0.6986980599635674,0.031047865458750705,0.032520325203252036,0.0297029702970297,0.15625652809652368,0.2764227642276423,0.10891089108910891,0.4844798657713912,0.8048780487804879,0.3465346534653465,dist_boundary<=0.50
ramen_sample_012,soft,C1,0,133,133,133,1.0,186,0.006287990369864576,0.01317579289584242,0.009731891632853498,0.009816536481296668,42.41371154785156,0.47295984312173506,0.4898376368699209,0.053631284915706984,0.06015037593984962,0.04838709677419355,0.24630389348973655,0.3233082706766917,0.1989247311827957,0.5578607032192576,0.7593984962406015,0.44086021505376344,dist_boundary<=0.50
ramen_sample_013,soft,C1,0,197,197,197,1.0,56,0.16841936520675216,0.12913560955078066,0.1487774873787664,0.15060533116998254,64.77323150634766,0.7150493363925278,0.5359422582013273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dist_boundary<=0.50
ramen_sample_014,soft,C1,0,72,72,72,1.0,95,0.010300530976320645,0.015088962632647357,0.012694746804484,0.012662216157631155,54.30409240722656,0.3119384485699781,0.27278677881258506,0.06615214994437434,0.06944444444444445,0.06315789473684211,0.2574257425737987,0.3611111111111111,0.2,0.6878523833926493,0.8472222222222222,0.5789473684210527,dist_boundary<=0.50
ramen_sample_015,soft,C1,0,94,94,94,1.0,60,0.016379499132924902,0.0424999283992322,0.029439713766078554,0.029406954458863113,63.63125991821289,0.5273266953922111,0.32745864179895257,0.0,0.0,0.0,0.0,0.0,0.0,0.05973451327414994,0.2872340425531915,0.03333333333333333,dist_boundary<=0.50
ramen_sample_016,soft,C1,0,133,133,133,1.0,177,0.008814996541982562,0.02619188353481837,0.017503440038400465,0.017598319358941978,49.85036087036133,0.5094380769902837,0.8417455661789568,0.008213552360999271,0.015037593984962405,0.005649717514124294,0.0583941605837027,0.21052631578947367,0.03389830508474576,0.3448840187843987,0.9849624060150376,0.20903954802259886,dist_boundary<=0.50
