benefit_metric,descriptor,n,pearson_p,pearson_q,pearson_r,spearman_p,spearman_q,spearman_r
delta_C2_chamfer,graph_components_C1,25,0.5993405450842777,0.8345837370410979,0.11039976858747906,0.9067557282289687,0.9568794073408381,0.024686699254283025
delta_C2_equal_cardinality_chamfer,graph_components_C1,25,0.5539692675332318,0.8203402725837852,0.12426623029066776,0.6229056332747741,0.8453719308729077,0.10337555312731016
delta_C2_fscore_2x,graph_components_C1,25,0.4393797485831244,0.7145781990572686,0.16191290984161028,0.582825177573986,0.8279736064477712,0.11539211602412876
delta_C2_gt_to_pred,graph_components_C1,25,0.7569367684764675,0.8953025573722733,-0.06517189678415543,0.9387341616901819,0.9693323246544356,0.016200646385623234
delta_C3_chamfer,graph_components_C1,25,0.3817344256053063,0.6812708970787543,0.18281958887953936,0.4194773080020048,0.6880634980176769,0.16894959802149945
delta_C3_equal_cardinality_chamfer,graph_components_C1,25,0.6483707462471445,0.8629362748292329,0.095904573401708,0.6962172895080063,0.8697947507278107,0.08216042095566069
delta_C3_fscore_2x,graph_components_C1,25,0.6583877293475636,0.8629362748292329,0.09299708699392292,0.664946750875492,0.8629362748292329,0.09110230917363218
delta_C3_gt_to_pred,graph_components_C1,25,0.9962682290738585,0.9984578295773174,0.0009858970862177434,0.7638675230915128,0.8953025573722733,0.06325966683910025
delta_C1_chamfer,graph_components_C3,25,0.8950679511827571,0.9568794073408381,0.0277969255437224,0.5614488464000233,0.8203402725837852,0.12194653043429185
delta_C1_equal_cardinality_chamfer,graph_components_C3,25,0.8242030126256636,0.9048581824502134,0.04680020935500867,0.9839837615836519,0.997103545071434,0.0042315830750069726
delta_C1_fscore_2x,graph_components_C3,25,0.22089916418646105,0.5061809993418404,0.25378821859858497,0.08030216555764022,0.345450825417773,0.35644186577648046
delta_C1_gt_to_pred,graph_components_C3,25,0.24942911404697854,0.5442103000214297,-0.23923106687979906,0.9041129769349404,0.9568794073408381,-0.02538949845004184
delta_C2_chamfer,graph_components_C3,25,0.8950679511827571,0.9568794073408381,0.0277969255437224,0.5614488464000233,0.8203402725837852,0.12194653043429185
delta_C2_equal_cardinality_chamfer,graph_components_C3,25,0.7073821013064836,0.8806056836182228,0.07900195208038976,0.19567969604806773,0.5016286500536713,0.26774380183680485
delta_C2_fscore_2x,graph_components_C3,25,0.22089916418646105,0.5061809993418404,0.25378821859858497,0.08030216555764022,0.345450825417773,0.35644186577648046
delta_C2_gt_to_pred,graph_components_C3,25,0.24942911404697854,0.5442103000214297,-0.23923106687979906,0.9041129769349404,0.9568794073408381,-0.02538949845004184
delta_C3_chamfer,graph_components_C3,25,0.9800682979473682,0.9953477591625832,0.005266252395359698,0.24234454536977457,0.5390688423834986,0.24273899275721816
delta_C3_equal_cardinality_chamfer,graph_components_C3,25,0.9183030120171907,0.9582292299309816,0.02161878229496631,0.4090051272086218,0.685407218308456,0.17272552733437554
delta_C3_fscore_2x,graph_components_C3,25,0.26884727076033554,0.5728708199379112,0.2299365231827175,0.020075368208654406,0.18648072535197863,0.46198275268095984
delta_C3_gt_to_pred,graph_components_C3,25,0.7401642370460929,0.8953025573722733,-0.06982072384286589,0.24466055302536843,0.5415786999008155,0.24158492464585263
delta_C1_chamfer,largest_component_fraction,25,0.3537487036018431,0.6424123488479255,-0.19361758976233054,0.1539514856063788,0.4775637920850935,-0.29384615384615387
delta_C1_equal_cardinality_chamfer,largest_component_fraction,25,0.5285431654307357,0.8091641584959817,-0.13226193753050386,0.3321314401444695,0.6319897503924933,-0.20230769230769227
delta_C1_fscore_2x,largest_component_fraction,25,0.06521346559480752,0.32323195990469816,-0.3743835928981082,0.16501147954870832,0.48392483224576244,-0.28648862188764024
delta_C1_gt_to_pred,largest_component_fraction,25,0.3214336390711382,0.626834997815496,-0.20673417060946964,0.10459374936681606,0.37954475368423357,-0.33230769230769236
delta_C2_chamfer,largest_component_fraction,25,0.3537487036018431,0.6424123488479255,-0.19361758976233054,0.1539514856063788,0.4775637920850935,-0.29384615384615387
delta_C2_equal_cardinality_chamfer,largest_component_fraction,25,0.3444535085530559,0.6396076437022105,-0.19731431990100146,0.09007129607094418,0.3540275899996024,-0.34615384615384615
delta_C2_fscore_2x,largest_component_fraction,25,0.06521346559480752,0.32323195990469816,-0.3743835928981082,0.16501147954870832,0.48392483224576244,-0.28648862188764024
delta_C2_gt_to_pred,largest_component_fraction,25,0.3214336390711382,0.626834997815496,-0.20673417060946964,0.10459374936681606,0.37954475368423357,-0.33230769230769236
delta_C3_chamfer,largest_component_fraction,25,0.18093834814135068,0.48392483224576244,-0.276478331423346,0.22515909919668442,0.5108087026551646,-0.25153846153846154
delta_C3_equal_cardinality_chamfer,largest_component_fraction,25,0.20693322227895336,0.5016286500536713,-0.26137460966826065,0.33779267399782437,0.636501898111603,-0.19999999999999998
delta_C3_fscore_2x,largest_component_fraction,25,0.043588632818782225,0.27606134118562076,-0.40678517182482665,0.08904861159060695,0.3530971033505806,-0.3471902491435943
delta_C3_gt_to_pred,largest_component_fraction,25,0.06962430457807099,0.3266559412920575,-0.3688363216867968,0.02803874858736798,0.22430998869894384,-0.4392307692307692
delta_C1_chamfer,boundary_support_count,25,0.7958737206366271,0.8953025573722733,0.054489450375567496,0.9679797010687115,0.9852650528735099,0.008461538461538461
delta_C1_equal_cardinality_chamfer,boundary_support_count,25,0.7920795190179084,0.8953025573722733,0.05552424591650548,0.7147630179938114,0.885684609253201,-0.07692307692307691
delta_C1_fscore_2x,boundary_support_count,25,0.441910202048574,0.7145781990572686,0.16103066927869825,0.46788543919538234,0.7357095181830839,0.15212468601580895
delta_C1_gt_to_pred,boundary_support_count,25,0.2540456650921272,0.5490275984929385,-0.23698003606352472,0.45379350880333025,0.7286261972335162,-0.15692307692307692
delta_C2_chamfer,boundary_support_count,25,0.7958737206366271,0.8953025573722733,0.054489450375567496,0.9679797010687115,0.9852650528735099,0.008461538461538461
delta_C2_equal_cardinality_chamfer,boundary_support_count,25,0.7728557253698564,0.8953025573722733,0.06078699692137685,0.778527334838113,0.8953025573722733,0.059230769230769226
delta_C2_fscore_2x,boundary_support_count,25,0.441910202048574,0.7145781990572686,0.16103066927869825,0.46788543919538234,0.7357095181830839,0.15212468601580895
delta_C2_gt_to_pred,boundary_support_count,25,0.2540456650921272,0.5490275984929385,-0.23698003606352472,0.45379350880333025,0.7286261972335162,-0.15692307692307692
delta_C3_chamfer,boundary_support_count,25,0.7265537721522984,0.8948301022509961,0.0736165709194771,0.32652778321591586,0.626834997815496,0.20461538461538462
delta_C3_equal_cardinality_chamfer,boundary_support_count,25,0.7485149422734314,0.8953025573722733,0.06750231991340698,0.5211665034168239,0.8028781268853773,0.1346153846153846
delta_C3_fscore_2x,boundary_support_count,25,0.5684814169659564,0.8203402725837852,0.11977815572975661,0.32614724656543576,0.626834997815496,0.2047729629095257
delta_C3_gt_to_pred,boundary_support_count,25,0.5616125610953597,0.8203402725837852,-0.12189591343086958,0.7284839479101775,0.8948301022509961,0.07307692307692308
delta_C1_chamfer,estimated_missing_surface_area,25,0.2022840316917682,0.5016286500536713,0.2639766395147598,0.07045727803451764,0.3266559412920575,0.3678191715069236
delta_C1_equal_cardinality_chamfer,estimated_missing_surface_area,25,0.6578393186427944,0.8629362748292329,0.09315583134862496,0.08660451274705548,0.35179398236567994,0.3497038804048696
delta_C1_fscore_2x,estimated_missing_surface_area,25,0.9438235792687926,0.9693323246544356,0.014852666636086673,0.8101643112925606,0.9010607949985552,-0.050602768304115635
delta_C1_gt_to_pred,estimated_missing_surface_area,25,0.00015688276194685775,0.011923089907961188,0.6852699639814308,0.0029184333780685693,0.10236966310763597,0.570237859038571
delta_C2_chamfer,estimated_missing_surface_area,25,0.2022840316917682,0.5016286500536713,0.2639766395147598,0.07045727803451764,0.3266559412920575,0.3678191715069236
delta_C2_equal_cardinality_chamfer,estimated_missing_surface_area,25,0.34050082209323473,0.6383976693082585,0.1989042782545257,0.1862028402354114,0.4911289634299874,0.2733046092353373
delta_C2_fscore_2x,estimated_missing_surface_area,25,0.9438235792687926,0.9693323246544356,0.014852666636086673,0.8101643112925606,0.9010607949985552,-0.050602768304115635
delta_C2_gt_to_pred,estimated_missing_surface_area,25,0.00015688276194685775,0.011923089907961188,0.6852699639814308,0.0029184333780685693,0.10236966310763597,0.570237859038571
delta_C3_chamfer,estimated_missing_surface_area,25,0.0057600273708269785,0.13964153177208397,0.5359036240669292,0.26205688354082085,0.5610231872986587,0.23313592026991303
delta_C3_equal_cardinality_chamfer,estimated_missing_surface_area,25,0.0638719566681114,0.32323195990469816,0.3761278297480328,0.16959093259986657,0.48392483224576244,0.28354368681475917
delta_C3_fscore_2x,estimated_missing_surface_area,25,0.8238437230606389,0.9048581824502134,0.04689734514172884,0.7503301926660529,0.8953025573722733,0.06699937275898128
delta_C3_gt_to_pred,estimated_missing_surface_area,25,0.00048120163342342423,0.0289686609816595,0.6463909230801431,0.04608504160031655,0.2878736845170458,0.4024745110065053
