scene,roi,known_case,method,N_budget,N_spawn,N_GT_evaluation_only,pred_to_gt_mean,gt_to_pred_mean,symmetric_chamfer,equal_cardinality_count,equal_cardinality_pred_to_gt,equal_cardinality_gt_to_pred,equal_cardinality_chamfer,normal_angular_error,appearance_rmse,boundary_seam_error,precision_0p5,recall_0p5,fscore_0p5,precision_1p0,recall_1p0,fscore_1p0,precision_2p0,recall_2p0,fscore_2p0,runtime_s
ramen,ramen_sample_013,False,C3,197,197,56,0.15797912777397852,0.0729477717187228,0.11546344974635066,56,0.16220962643319023,0.10127831958506303,0.13174397300912663,66.1378402709961,0.7505547938715662,0.7628531825827969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8679492473602295
ramen,ramen_sample_014,False,C0,72,72,95,0.010300530976320645,0.015088962632647357,0.012694746804484,72,0.010861443151522618,0.01629433335880635,0.013577888255164483,54.30409240722656,0.32204288767602324,0.2773887782812935,0.19444444444444445,0.09473684210526316,0.12740141557084358,0.5416666666666666,0.3263157894736842,0.4072764022228759,0.9861111111111112,0.7473684210526316,0.8502994011971142,3.917226791381836
ramen,ramen_sample_014,False,C1,72,72,95,0.011755849600789285,0.017051028108943253,0.014403438854866269,72,0.012640571434065237,0.017437266613421223,0.015038919023743231,54.51934814453125,0.42418202771630653,0.32408451167293034,0.09722222222222222,0.07368421052631578,0.08383233532885079,0.5,0.2631578947368421,0.3448275862064447,0.9166666666666666,0.6842105263157895,0.7835616438351268,3.873121500015259
ramen,ramen_sample_014,False,C2,72,72,95,0.011755849600789285,0.017051028108943253,0.014403438854866269,72,0.012183603544029364,0.01693505397928022,0.014559328761654793,54.51934814453125,0.43366458466572966,0.4434566482394633,0.09722222222222222,0.07368421052631578,0.08383233532885079,0.5,0.2631578947368421,0.3448275862064447,0.9166666666666666,0.6842105263157895,0.7835616438351268,3.892252206802368
ramen,ramen_sample_014,False,C3,72,72,95,0.012242952069000779,0.01861609839876245,0.015429525233881615,72,0.012870388745720033,0.018638451961733016,0.015754420353726525,49.31058120727539,0.39560625205096683,0.442552146759976,0.16666666666666666,0.08421052631578947,0.1118881118876659,0.5277777777777778,0.2,0.290076335877464,0.9027777777777778,0.5684210526315789,0.6976050879454665,3.966538190841675
ramen,ramen_sample_015,False,C0,94,94,60,0.016379499132924902,0.0424999283992322,0.029439713766078554,60,0.016953570505266125,0.04265294509920874,0.029803257802237436,63.63125991821289,0.5059040379200734,0.31129637570748847,0.0,0.0,0.0,0.11702127659574468,0.016666666666666666,0.029177718832672995,0.776595744680851,0.05,0.0939510939509803,3.8840436935424805
ramen,ramen_sample_015,False,C1,94,94,60,0.016530512449150762,0.04206350658744779,0.029297009518299277,60,0.017311472040370937,0.042144142254711484,0.02972780714754121,63.34018325805664,0.5796163638660553,0.40271758658020773,0.0,0.0,0.0,0.10638297872340426,0.016666666666666666,0.02881844380380038,0.776595744680851,0.05,0.0939510939509803,3.846742630004883
ramen,ramen_sample_015,False,C2,94,94,60,0.016530512449150762,0.04206350658744779,0.029297009518299277,60,0.015849572453811408,0.042107114480177,0.028978343466994204,63.34018325805664,0.8450176988020763,0.7014179884104491,0.0,0.0,0.0,0.10638297872340426,0.016666666666666666,0.02881844380380038,0.776595744680851,0.05,0.0939510939509803,3.8532326221466064
ramen,ramen_sample_015,False,C3,94,94,60,0.02749406538692385,0.018009026061215853,0.02275154572406985,60,0.027369564121000722,0.019894477386793858,0.02363202075389729,63.37934112548828,0.78888373980463,0.8692786599343498,0.02127659574468085,0.03333333333333333,0.025974025973550346,0.0851063829787234,0.18333333333333332,0.11624834874461319,0.2765957446808511,0.6666666666666666,0.3909774436086081,3.9568188190460205
ramen,ramen_sample_016,False,C0,133,133,177,0.008814996541982562,0.02619188353481837,0.017503440038400465,133,0.00906553275157655,0.026052366647056034,0.017558949699316293,49.85036087036133,0.517797863409844,0.8398548072784164,0.06766917293233082,0.011299435028248588,0.019365250134235675,0.7593984962406015,0.0847457627118644,0.1524758454104474,1.0,0.4067796610169492,0.578313253011637,3.9567995071411133
ramen,ramen_sample_016,False,C1,133,133,177,0.009344096575418681,0.02451488427012486,0.01692949042277177,133,0.009498179517649261,0.024357942308167693,0.016928060912908476,51.76350402832031,0.5597524024416481,0.916379227324949,0.10526315789473684,0.011299435028248588,0.020408163265131035,0.6992481203007519,0.10734463276836158,0.1861175479247745,0.9849624060150376,0.4463276836158192,0.6142933459958907,3.995654344558716
ramen,ramen_sample_016,False,C2,133,133,177,0.009344096575418681,0.02451488427012486,0.01692949042277177,133,0.009965164660723802,0.023424662766096793,0.0166949137134103,51.76350402832031,0.7229256344268495,1.2524392134945241,0.10526315789473684,0.011299435028248588,0.020408163265131035,0.6992481203007519,0.10734463276836158,0.1861175479247745,0.9849624060150376,0.4463276836158192,0.6142933459958907,4.0796544551849365
ramen,ramen_sample_016,False,C3,133,133,177,0.01592515012992231,0.013439242842460683,0.014682196486191498,133,0.017002841700396464,0.013819245305176045,0.015411043502786255,62.1392822265625,1.1741706812879515,1.2073527792821073,0.14285714285714285,0.0847457627118644,0.10638297872293684,0.45112781954887216,0.4406779661016949,0.44584166904779965,0.6466165413533834,0.8135593220338984,0.7205445976605294,3.979238271713257
ramen,ramen_sample_017,False,C0,114,114,56,0.015284772494463188,0.04026743968018671,0.027776106087324948,56,0.013972264947085372,0.040578069890915336,0.027275167419000355,67.85943603515625,1.0085866205319212,0.504275091510596,0.008771929824561403,0.017857142857142856,0.011764705881911142,0.2631578947368421,0.03571428571428571,0.06289308176079586,0.8245614035087719,0.21428571428571427,0.3401688781661381,3.906113386154175
ramen,ramen_sample_017,False,C1,114,114,56,0.016894449631101646,0.029775739387009035,0.02333509450905534,56,0.016474664727996826,0.03116662052459732,0.023820642626297073,60.272647857666016,0.9211028605246749,0.5216500049684857,0.0,0.0,0.0,0.23684210526315788,0.07142857142857142,0.10975609756061958,0.8070175438596491,0.2857142857142857,0.422018348623467,3.8918018341064453
ramen,ramen_sample_017,False,C2,114,114,56,0.016894449631101646,0.029775739387009035,0.02333509450905534,56,0.01618299567076368,0.0322848097515473,0.02423390271115549,60.272647857666016,0.7886104613501465,1.11793654423321,0.0,0.0,0.0,0.23684210526315788,0.07142857142857142,0.10975609756061958,0.8070175438596491,0.2857142857142857,0.422018348623467,3.893115520477295
ramen,ramen_sample_017,False,C3,114,114,56,0.02111275815611699,0.01837522602703165,0.01974399209157432,56,0.021236291423290525,0.02363341122081758,0.022434851322054052,53.08718490600586,0.7283957609096398,0.7204239637353524,0.017543859649122806,0.03571428571428571,0.023529411764264083,0.11403508771929824,0.125,0.1192660550453726,0.631578947368421,0.6964285714285714,0.6624203821651062,3.943211555480957
ramen,ramen_sample_018,False,C0,117,117,56,0.01834705055948505,0.0417299561761668,0.030038503367825924,56,0.018107193312619296,0.04199112900714637,0.030049161159882834,25.146848678588867,0.6487294092158115,0.4950890846522132,0.0,0.0,0.0,0.0,0.0,0.0,0.7948717948717948,0.25,0.3803680981591452,3.906665325164795
ramen,ramen_sample_018,False,C1,117,117,56,0.018920180645222155,0.032276305985886544,0.02559824331555435,56,0.019272288142755827,0.03266164582305397,0.025966966982904897,25.867910385131836,0.5288731839544581,0.4457660767832241,0.0,0.0,0.0,0.07692307692307693,0.017857142857142856,0.028985507246070994,0.5811965811965812,0.19642857142857142,0.2936211972518305,3.912215232849121
ramen,ramen_sample_018,False,C2,117,117,56,0.018920180645222155,0.032276305985886544,0.02559824331555435,56,0.019150240447628444,0.03428033866886249,0.026715289558245467,25.867910385131836,0.6443250179449,0.5624870835692823,0.0,0.0,0.0,0.07692307692307693,0.017857142857142856,0.028985507246070994,0.5811965811965812,0.19642857142857142,0.2936211972518305,3.7613887786865234
ramen,ramen_sample_018,False,C3,117,117,56,0.029060244681177388,0.022547059128413094,0.025803651904795243,56,0.028570522115648696,0.028812818172398558,0.02869167014402363,47.11435317993164,0.8467686854405858,0.8663458119299117,0.017094017094017096,0.03571428571428571,0.02312138728279916,0.06837606837606838,0.125,0.0883977900547915,0.3333333333333333,0.48214285714285715,0.39416058394112247,3.860910415649414
ramen,ramen_sample_019,False,C0,61,61,56,0.018658879423829006,0.0378693107529009,0.02826409508836495,56,0.018777784891893554,0.037887445439622316,0.028332615165757934,23.441659927368164,0.7183380052675612,0.3559789649522907,0.0,0.0,0.0,0.09836065573770492,0.03571428571428571,0.05240174672449999,0.6721311475409836,0.16071428571428573,0.25940246045663057,3.831084966659546
ramen,ramen_sample_019,False,C1,61,61,56,0.01613864317211713,0.021462759831973904,0.01880070150204552,56,0.01608014588086788,0.022245389228301025,0.019162767554584452,25.892473220825195,0.6960383230142242,0.5683031678694584,0.01639344262295082,0.017857142857142856,0.01709401709351801,0.14754098360655737,0.08928571428571429,0.11124845488210133,0.7704918032786885,0.5,0.6064516129027484,3.774296998977661
ramen,ramen_sample_019,False,C2,61,61,56,0.01613864317211713,0.021462759831973904,0.01880070150204552,56,0.01608722398526918,0.021559615933233363,0.01882341995925127,25.892473220825195,0.8197880377806577,0.8965094998903803,0.01639344262295082,0.017857142857142856,0.01709401709351801,0.14754098360655737,0.08928571428571429,0.11124845488210133,0.7704918032786885,0.5,0.6064516129027484,3.773420572280884
ramen,ramen_sample_019,False,C3,61,61,56,0.0223693543011796,0.01629734432898967,0.019333349315084635,56,0.021300617439361152,0.016634234087312294,0.018967425763336723,41.25922393798828,0.9358968240931117,1.03198819610974,0.04918032786885246,0.05357142857142857,0.051282051281552186,0.16393442622950818,0.21428571428571427,0.18575851393139742,0.6229508196721312,0.7857142857142857,0.6949293433079022,3.806330680847168
ramen,ramen_sample_020,False,C0,37,37,56,0.019086181928811327,0.030673883886622812,0.02488003290771707,37,0.021878561028462088,0.031730165597540376,0.026804363313001234,50.166664123535156,0.2864737418120668,0.20562075742083646,0.0,0.0,0.0,0.05405405405405406,0.03571428571428571,0.04301075268769291,0.6486486486486487,0.32142857142857145,0.4298507462682137,4.003795385360718
ramen,ramen_sample_020,False,C1,37,37,56,0.019086181928811327,0.030673883886622812,0.02488003290771707,37,0.02235434567850435,0.028894595810451198,0.025624470744477774,50.166664123535156,0.25761977110378426,0.08338194247763588,0.0,0.0,0.0,0.05405405405405406,0.03571428571428571,0.04301075268769291,0.6486486486486487,0.32142857142857145,0.4298507462682137,3.76220440864563
ramen,ramen_sample_020,False,C2,37,37,56,0.019086181928811327,0.030673883886622812,0.02488003290771707,37,0.020598873512416554,0.031068353473648544,0.02583361349303255,50.166664123535156,0.3560361061960678,0.33253404576843026,0.0,0.0,0.0,0.05405405405405406,0.03571428571428571,0.04301075268769291,0.6486486486486487,0.32142857142857145,0.4298507462682137,3.744943618774414
ramen,ramen_sample_020,False,C3,37,37,56,0.041884361198760905,0.028779058849530602,0.03533171002414576,37,0.042986795694362076,0.029549125083696615,0.036267960389029345,43.12329864501953,0.7784341035805854,0.7607433829146124,0.02702702702702703,0.017857142857142856,0.021505376343606893,0.02702702702702703,0.017857142857142856,0.021505376343606893,0.21621621621621623,0.375,0.2742857142852504,3.774869680404663
ramen,ramen_sample_021,False,C0,86,86,56,0.013736473942574637,0.025813073556272843,0.01977477374942374,56,0.01328474794754352,0.0259243715773144,0.01960455976242896,63.885799407958984,4.8634310456897436e-05,4.8634310456897436e-05,0.0,0.0,0.0,0.4069767441860465,0.08928571428571429,0.1464435146440564,0.8255813953488372,0.44642857142857145,0.5794972249424108,3.9101552963256836
ramen,ramen_sample_021,False,C1,86,86,56,0.030519034839739043,0.018466987762415867,0.024493011301077457,56,0.029023759668889544,0.019880999570787032,0.024452379619838288,50.412166595458984,1.2110283907705792,1.2110283907705792,0.023255813953488372,0.03571428571428571,0.02816901408402936,0.08139534883720931,0.14285714285714285,0.10370370370324127,0.37209302325581395,0.7142857142857143,0.48929663608517654,3.698279619216919
ramen,ramen_sample_021,False,C2,86,86,56,0.030519034839739043,0.018466987762415867,0.024493011301077457,56,0.02913774741780977,0.01977118989396113,0.02445446865588545,50.412166595458984,1.2129063443871668,1.2129063443871668,0.023255813953488372,0.03571428571428571,0.02816901408402936,0.08139534883720931,0.14285714285714285,0.10370370370324127,0.37209302325581395,0.7142857142857143,0.48929663608517654,3.6134538650512695
ramen,ramen_sample_021,False,C3,86,86,56,0.029623578265058747,0.0137298635558897,0.021676720910474224,56,0.028387705790579528,0.015390138992652184,0.021888922391615856,50.43479919433594,1.277162086296789,1.277162086296789,0.046511627906976744,0.07142857142857142,0.0563380281685364,0.16279069767441862,0.35714285714285715,0.22364217252353155,0.4069767441860465,0.8571428571428571,0.5519053876473953,3.5259413719177246
ramen,ramen_sample_022,False,C0,183,183,59,0.03977091584831462,0.06421497967044501,0.051992947759379814,59,0.04016804312976426,0.06450070374536682,0.05233437343756554,52.2751350402832,1.9068503862219994,0.3374790600372736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.326195001602173
ramen,ramen_sample_022,False,C1,183,183,59,0.041419291934510265,0.05406012016663737,0.047739706050573816,59,0.0412911961465591,0.054295430504244485,0.04779331332540179,53.622100830078125,1.9423159026964765,0.38201432851495826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.217850685119629
ramen,ramen_sample_022,False,C2,183,183,59,0.041419291934510265,0.05406012016663737,0.047739706050573816,59,0.04195468805161552,0.06631311519069581,0.05413390162115567,53.622100830078125,2.0141934029665522,0.5209551372563846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.207742214202881
ramen,ramen_sample_022,False,C3,183,183,59,0.04136467139112602,0.0540152440158491,0.04768995770348756,59,0.041385623229632504,0.05411678487095273,0.047751204050292616,53.19218444824219,2.02769496782582,0.5214311413352325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1862919330596924
